Person,Surname,Given,Call,Suffix,Prefix,Title,Gender,Birth date,Birth place,Birth source,Baptism date,Baptism place,Baptism source,Death date,Death place,Death source,Burial date,Burial place,Burial source,Note
[I1472],,Mary,,,,,female,,,,,,,,,,,,,
[I2657],,Mary,,,,,female,1855,,,,,,1888,,,,,,
[I2673],,Mary,,,,,female,1876,,,,,,1940,,,,,,
[I2839],,Mary,,,,,female,1882,,,,,,1962,,,,,,
[I2888],,Mary,,,,,female,1482,,,,,,1517,,,,,,
[I0085],,"Mary ""May""",,,,,female,1874,,,,,,1878,[P0076],,,,,
[I0136],,"Mary Adelaide ""Fat_Mary""",,,,,female,1833,,,,,,1897,,,,,,
[I2881],,Mary Amalia,,,,,female,1724,,,,,,1760,,,,,,
[I2882],,Mary Anne of_Bavaria,,,,,female,1660,,,,,,1690,,,,,,
[I0715],,Mary Beatrice of_Modena,,,,,female,1658-09-25,,,,,,1718-05-07,[P0263],,,[P0270],,
[I1206],,Mary Christina,,,,,female,1947,,,,,,,,,,,,
[I2874],,Mary Christina of_Sicily,,,,,female,1806,,,,,,1878,,,,,,
[I2877],,Mary Josepha,,,,,female,1803,,,,,,1829,,,,,,
[I0617],,Mary Louise,,,,,female,1688,,,,,,1765,,,,,,
[I2883],,Mary Louise,,,,,female,1688,,,,,,1714,,,,,,
[I1593],,Mary de_Ros,,,,,female,,,,,,,,,,,,,
[I2538],,Mary of_Anjou,,,,,female,1404,,,,,,1463,,,,,,
[I1403],,Mary of_Boulogne,,,,,female,about 1136,,,,,,1182,[P0535],,,,,
[I2485],,Mary of_Brabant,,,,,female,,,,,,,1321,,,,,,
[I2233],,Mary of_Coucy,,,,,female,,,,,,,,,,,,,
[I1251],,Mary of_Guise,,,,,female,1515,,,,,,1560,,,,,,
[I0250],,Mary of_Saxe- Altenburg,,,,,female,1818-04-14,[P0161],,,,,1907-01-09,[P0162],,,[P0163],,
[I1516],,Mary of_Scotland,,,,,female,,,,,,,,,,,,,
[I0709],,Mary_II,,,,,female,1662-04-30,[P0125],,,,,1694-12-28,[P0000],,,[P0174],,
[I0030],,Mary_of_Teck (May),,,,,female,1867-05-26,[P0000],,,,,1953-03-24,[P0022],,1953-03-31,[P0037],,
[I0495],,Mathilde,,,,,female,1813,,,,,,1862,,,,,,
[I1199],,Mathilde,,,,,female,1843,,,,,,1925,,,,,,
[I1389],,Matilda,,,,,female,,,,,,,,,,,,,
[I1395],,Matilda,,,,,female,ABT    1103/1104,[P0468],,,,,1167-09-10,[P0423],,,,,
[I1401],,Matilda,,,,,female,about 1133,,,,,,about 1135,,,,,,
[I1838],,Matilda,,,,,female,,,,,,,1233,,,,,,
[I1860],,Matilda,,,,,female,,,,,,,1120,,,,,,
[I2227],,Matilda,,,,,female,,,,,,,1131,,,,,,
[I2652],,Matilda,,,,,female,1826,,,,,,1914,,,,,,
[I1392],,Matilda (Edith) of_Scotland,,,,,female,1079/1080,[P0280],,,,,1118-05-01,[P0314],,,[P0174],,
[I1375],,Matilda (Maud),,,,,female,1156,[P0028],,,,,1189-06-28,[P0507],,,,,
[I1398],,Matilda of_Boulogne,,,,,female,ABT    1103/1105,[P0531],,,,,1152-05-03,[P0532],,,[P0530],,
[I1381],,Matilda of_Flanders,,,,,female,about 1031,[P0515],,,,,1083-11-02,[P0516],,,[P0517],,
[I2536],,Matilda of_Germany,,,,,female,,,,,,,before 1044,,,,,,
[I2600],,Matilda of_Ringelheim,,,,,female,,,,,,,,,,,,,
[I1521],,Matthew of_Alsace,,,,,male,,,,,,,,,,,,,
[I1864],,Maud,,,,,female,,,,,,,,,,,,,
[I1909],,Maud,,,,,female,,,,,,,,,,,,,
[I0017],,Maude Charlotte Mary,,,,,female,1869-11-26,[P0025],,,,,1938-11-20,[P0028],,,,,
[I0029],,Maurice,,,,,male,1891,,,,,,1914,,,,,,
[I0767],,Maurice,,,,,male,,,,,,,1654,,,,,,
[I1679],,Maurice,,,,,male,1843,,,,,,1850,,,,,,
[I2680],,Maurice of_Saxe- Altenburg,,,,,male,,,,,,,,,,,,,
[I1052],,Max of_Baden,,,,,male,,,,,,,,,,,,,
[I1201],,Maximilian,,,,,male,1849,,,,,,1893,,,,,,
[I2428],,Maximilian Emmanuel of_Bavaria,,,,,male,,,,,,,,,,,,,
[I1193],,Maximilian Joseph,,,,,male,,,,,,,,,,,,,
[I2124],,Maximilian William,,,,,male,,,,,,,1726,,,,,,
[I1662],,Maximilian of_Austria,,,,,male,1832,,,,,,1867,,,,,,
[I1143],,Maximilian_II,,,,,male,1811-11-28,[P0400],,,,,1864-03-10,[P0400],,,[P0248],,
[I0289],,May Cambridge,,,,,female,1906,,,,,,,,,,,,
[I0906],,Mechtilde,,,,,female,1936,,,,,,,,,,,,
[I0909],,Melita,,,,,female,1951,,,,,,,,,,,,
[I0610],,Mergrethe_II,,,,,female,1940-04-16,[P0150],,,,,,,,,,,
[I1944],,Meurig,,,,,male,,,,,,,986,,,,,,
[I0932],,Micaela,,,,,male,1967,,,,,,,,,,,,
[I2740],,Michael,,,,,male,1944,,,,,,,,,,,,
[I2163],,Michael Kelly Bryan,,,,,male,,,,,,,,,,,,,
[I2899],,Michael of_Portugal,,,,,male,,,,,,,,,,,,,
[I0922],,Michael of_Prussia,,,,,male,1939,,,,,,,,,,,,
[I1778],,Mieczislaw_I of_Poland,,,,,male,,,,,,,,,,,,,
[I1922],,Miles of_Gloucester,,,,,male,,,,,,,,,,,,,
[I0893],,Mitsi,,,,,female,,,,,,,,,,,,,
[I2742],,Monica,,,,,female,1948,,,,,,,,,,,,
[I2201],,Mortogh,,,,,male,,,,,,,,,,,,,
[I2043],,Mul,,,,,male,,,,,,,687,,,,,,
[I2215],,Murchad,,,,,male,,,,,,,1090,,,,,,
[I1486],,Murdoch,,,,,male,,,,,,,,,,,,,
[I2195],,Murrough,,,,,male,,,,,,,1551,,,,,,
[I0502],,Nadejda,,,,,female,1896,,,,,,1963,,,,,,
[I1314],,Natalia Narishkina,,,,,female,1651,,,,,,1694,,,,,,
[I0933],,Nataly,,,,,female,1970,,,,,,,,,,,,
[I1925],,Nest,,,,,female,,,,,,,,,,,,,
[I1927],,Nest,,,,,female,,,,,,,,,,,,,
[I0229],,Nicholas of_Greece,,,,,male,1872,,,,,,1938,,,,,,
[I2872],,Nigel,,,,,male,,,,,,,1306,,,,,,
[I1564],,Nikita,,,,,male,1900,,,,,,,,,,,,
[I0926],,Nina zu_Reventlow,,,,,female,,,,,,,,,,,,,
[I1963],,Norissa,,,,,female,,,,,,,,,,,,,
[I2594],,Oda of_Bavaria,,,,,female,,,,,,,,,,,,,
[I1554],,Odo of_Bayeux,,,,,male,,,,,,,1097,,,,,,
[I0450],,Olav_V,,,,,male,1903-07-02,[P0205],,,,,1991-01-17,[P0206],,,,,
[I0467],,Olga,,,,,female,,,,,,,,,,,,,
[I1577],,Olga,,,,,female,1898,,,,,,,,,,,,
[I2964],,Olga,,,,,female,,,,,,,,,,,,,
[I0228],,Olga Constantinovna,,,,,female,1851,,,,,,1926,,,1936-11-00,[P0074],,
[I1082],,Olga of_Russia,,,,,female,1822,,,,,,1892,,,,,,
[I2702],,Oluf of_Rosenborg,,,,,male,1923,,,,,,,,,,,,
[I1785],,Ordgar of_Devon Ealdorman,,,,,male,,,,,,,,,,,,,
[I1783],,Ordmaer,,,,,male,,,,,,,,,,,,,
[I1038],,Ortrud of_Schleswig- Holstein,,,,,female,1925,,,,,,1980,,,,,,
[I1926],,Osbern Fitz Richard,,,,,male,,,,,,,,,,,,,
[I1967],,Osburh,,,,,female,,,,,,,846,,,,,,
[I0424],,Oscar,,,,,male,1888,,,,,,1958,,,,,,
[I2770],,Oscar,,,,,male,1859,,,,,,1953,,,,,,
[I2781],,Oscar,,,,,male,1921,,,,,,,,,,,,
[I1613],,Oscar_I,,,,,male,1799-07-04,[P0112],,,,,1844-03-08,[P0094],,,[P0094],,
[I0458],,Oscar_II,,,,,male,1829-01-21,[P0094],,,,,1907-12-08,[P0094],,,[P0094],,
[I1976],,Oslac,,,,,male,,,,,,,,,,,,,
[I2036],,Oswald of_Northumbria,,,,,male,,,,,,,,,,,,,
[I0300],,Other_issue,,,,,male,,,,,,,,,,,,,
[I2061],,Otho of_Montferrat,,,,,male,,,,,,,,,,,,,
[I1813],,Otho_I the_Great,,,,,male,,,,,,,,,,,,,
[I0640],,Otto,,,,,male,,,,,,,,,,,,,
[I0645],,Otto of_Austria,,,,,male,,,,,,,,,,,,,
[I2598],,Otto of_Saxony,,,,,male,,,,,,,,,,,,,
[I2602],,Otto_I,,,,,male,,,,,,,,,,,,,
[I1935],,Owain,,,,,male,,,,,,,968,,,,,,
[I2169],,Owain,,,,,male,,,,,,,1275,,,,,,
[I1952],,Owain Gwynedd,,,,,male,,,,,,,,,,,,,
[I0123],,Patricia,,,,,female,1886,,,,,,1974,,,,,,
[I0515],,Paul Frederick,,,,,male,1800,,,,,,1842,,,,,,
[I2965],,Paul of_Yugoslavia,,,,,male,,,,,,,,,,,,,
[I1078],,Pauline of_Wurttemberg,,,,,female,1800,,,,,,1873,,,,,,
[I2062],,Pedro_III of_Castile,,,,,male,,,,,,,,,,,,,
[I1111],,Pedro_V,,,,,male,,,,,,,,,,,,,
[I2552],,Pepin,,,,,male,777,,,,,,810,,,,,,
[I1704],,Pepin the_Hunchback,,,,,male,,,,,,,811,,,,,,
[I2609],,Pepin the_Short,,,,,male,714,,,,,,768,,,,,,
[I2561],,Pepin_I of_Aquitaine,,,,,male,,,,,,,838,,,,,,
[I2570],,Pepin_II of_Aquitaine,,,,,male,,,,,,,870,,,,,,
[I2847],,Perikles Joannides,,,,,male,1881,,,,,,1965,,,,,,
[I2270],,Peter of_Luxemburg,,,,,male,,,,,,,,,,,,,
[I1361],,Peter of_Oldenburg,,,,,male,1868,,,,,,1924,,,,,,
[I0879],,Peter of_Yugoslavia,,,,,male,1980,[P0355],,,,,,,,,,,
[I2530],,Peter_I,,,,,male,,,,,,,1921,,,,,,
[I2688],,Peter_I,,,,,male,,,,,,,,,,,,,
[I0475],,Peter_II of_Yugoslavia,,,,,male,1923-09-06,[P0217],,,,,1970,,,,,,
[I2893],,Philibert_II,,,,,male,,,,,,,1504,,,,,,
[I0935],,Philip,,,,,male,1968,,,,,,,,,,,,
[I2115],,Philip,,,,,male,,,,,,,1650,,,,,,
[I2469],,Philip,,,,,male,,,,,,,,,,,,,
[I2473],,Philip,,,,,male,,,,,,,,,,,,,
[I0444],,Philip of_Asturias,,,,,male,1968,,,,,,,,,,,,
[I1114],,Philip of_Flanders,,,,,male,1837,,,,,,1905,,,,,,
[I2907],,Philip of_Saxe-Coburg,,,,,male,1844,,,,,,1921,,,,,,
[I0880],,Philip of_Yugoslavia,,,,,male,1982,[P0356],,,,,,,,,,,
[I2518],,Philip the_Bold,,,,,male,,,,,,,1404,,,,,,
[I2454],,Philip_I the_Fair,,,,,male,1052,,,,,,1108-07-29,,,,,,
[I2885],,Philip_I the_Handsome,,,,,male,1478,[P0626],,,,,1506,,,,,,
[I0870],,Philip_II,,,,,male,1527-05-21,[P0351],,,,,1598-09-13,[P0352],,,,,
[I2451],,Philip_II Augustus,,,,,male,1165-08-21,[P0612],,,,,1223-07-14,[P0613],,,[P0220],,
[I2132],,Philip_III,,,,,male,1578,[P0606],,,,,1621,,,,,,
[I1739],,Philip_III the_Bold,,,,,male,1245-05-01,[P0591],,,,,1285-10-05,[P0592],,,[P0220],,
[I2131],,Philip_IV,,,,,male,1605,,,,,,1665,,,,,,
[I1903],,Philip_IV the_Fair,,,,,male,1268,[P0218],,,,,1314-11-29,[P0218],,,[P0220],,
[I2424],,Philip_V,,,,,male,1683,[P0357],,,,,1746,,,,,,
[I2465],,Philip_V the_Tall,,,,,male,about 1294,[P0615],,,,,1322-01-03,[P0616],,,[P0220],,
[I2494],,Philip_VI of_Valois,,,,,male,1293,,,,,,1350-08-22,[P0617],,,[P0220],,
[I1228],,Philippa,,,,,female,1394-07-04,[P0420],,,,,1430-01-05,[P0426],,,,,
[I2296],,Philippa,,,,,female,,,,,,,,,,,,,
[I1230],,Philippa of_Hainault,,,,,female,1311-06-24,[P0428],,,,,1369-08-14,[P0102],,,[P0174],,
[I1501],,Philippa of_Lancaster,,,,,female,about 1360,,,,,,1415,,,,,,
[I1348],,Philippa of_Ulster,,,,,female,,,,,,,1382,,,,,,
[I1128],,Philippe,,,,,male,1960,,,,,,,,,,,,
[I2517],,Philippe Duc_de_Chartes,,,,,male,1674,,,,,,1723,,,,,,
[I0751],,Philippe of_Orleans,,,,,male,1641,,,,,,1701,,,,,,
[I1165],,Philippine Charlotte,,,,,female,1716,,,,,,1801,,,,,,
[I2471],,Pierre de_Courtenay,,,,,male,,,,,,,,,,,,,
[I1899],,Piers De_Braose,,,,,male,,,,,,,,,,,,,
[I0958],,Ragnhild Alexandra,,,,,female,1930,[P0360],,,,,,,,,,,
[I1259],,Rainald_II of_Gueldres,,,,,male,,,,,,,,,,,,,
[I0636],,Rainier_III of_Monaco,,,,,male,,,,,,,,,,,,,
[I1589],,Ralph de_Monthermer,,,,,male,,,,,,,1305,,,,,,
[I0990],,Ralph of_Westmoreland 1st,,,,,male,,,,,,,,,,,,,
[I1875],,Ranulph,,,,,male,,,,,,,,,,,,,
[I2844],,Raymond of_Castel,,,,,male,1907,,,,,,,,,,,,
[I1881],,Raymond of_Provence,,,,,male,,,,,,,,,,,,,
[I1558],,Raymond_VI of_Toulouse,,,,,male,,,,,,,,,,,,,
[I1974],,Redburh,,,,,female,,,,,,,,,,,,,
[I1912],,Reginald De_Braose,,,,,male,,,,,,,,,,,,,
[I1857],,Reiner of_Montferrat,,,,,male,,,,,,,,,,,,,
[I2272],,Rene,,,,,male,,,,,,,,,,,,,
[I0260],,Rene of_Bourbon-Parma,,,,,male,,,,,,,,,,,,,
[I1938],,Rhodri Mawr (the_Great),,,,,male,,,,,,,,,,,,,
[I2180],,Rhys_Ap Gruffydd,,,,,male,,,,,,,1197,,,,,,
[I2182],,Rhys_Ap Twedwr,,,,,male,,,,,,,,,,,,,
[I1003],,Richard,,,,,male,1473-08-17,[P0373],,,,,after 1483,,,,,,
[I1286],,Richard,,,,,male,about 1247,,,,,,before 1256,,,,,,
[I1367],,Richard,,,,,male,1209-01-05,[P0493],,,,,1272,[P0494],,,[P0489],,
[I1383],,Richard,,,,,male,about 1055,,,,,,about 1081,[P0520],,,,,
[I1888],,Richard,,,,,male,,,,,,,1296,,,,,,
[I2957],,Richard,,,,,male,,,,,,,1120,,,,,,
[I2219],,Richard (Strongbow),,,,,male,,,,,,,,,,,,,
[I1890],,Richard De_Clare of_Gloucester,,,,,male,,,,,,,,,,,,,
[I1253],,Richard de_Burgh,,,,,male,,,,,,,,,,,,,
[I1673],,Richard of_Sayn- Wittgenstein-,,,,,male,1934,,,,,,,,,,,,
[I1376],,Richard_I Coeur_de_Lion,,,,,male,1157,[P0487],,,,,1199-04-06,[P0508],,,[P0492],,
[I1530],,Richard_I the_Fearless of_Normandy,,,,,male,,,,,,,996,,,,,,
[I1412],,Richard_II,,,,,male,1367-01-06,[P0538],,,,,1400-01-06,[P0539],,,[P0174],,
[I1527],,Richard_II of_Normandy,,,,,male,,,,,,,1026,,,,,,
[I0984],,Richard_III,,,,,male,1452-10-02,[P0363],,,,,1485-08-22,[P0364],,,[P0365],,
[I1529],,Richard_III of_Normandy,,,,,male,,,,,,,1028,,,,,,
[I1459],,Robert,,,,,male,,,,,,,,,,,,,
[I1555],,Robert,,,,,male,,,,,,,,,,,,,
[I1894],,Robert,,,,,male,,,,,,,,,,,,,
[I2470],,Robert,,,,,male,,,,,,,,,,,,,
[I2533],,Robert,,,,,male,,,,,,,,,,,,,
[I1382],,Robert Curthose,,,,,male,1054,[P0518],,,,,1134-02-10,[P0519],,,,,
[I2521],,Robert of_Artois,,,,,male,,,,,,,,,,,,,
[I1393],,Robert of_Gloucester,,,,,male,,,,,,,1147,,,,,,
[I1525],,Robert the_Devil,,,,,male,,,,,,,1035,,,,,,
[I1455],,Robert_II,,,,,male,1316,,,,,,1390,,,,,,
[I2458],,Robert_II the_Pious,,,,,male,about 970,[P0446],,,,,1031,,,,,,
[I1457],,Robert_III,,,,,male,,,,,,,,,,,,,
[I1897],,Robert_IV,,,,,male,,,,,,,,,,,,,
[I2165],,Robin Alexander,,,,,male,,,,,,,,,,,,,
[I2468],,Roger_II,,,,,male,,,,,,,,,,,,,
[I2156],,Romaine,,,,,female,,,,,,,,,,,,,
[I1566],,Rostislav,,,,,male,1902,,,,,,,,,,,,
[I1185],,Rudolf,,,,,male,1909,,,,,,1912,,,,,,
[I1439],,Rudolf,,,,,male,1858,,,,,,1889,,,,,,
[I2905],,Rudolph of_Austria,,,,,male,1858,,,,,,1889,,,,,,
[I2263],,Run of_Strathclyde,,,,,male,,,,,,,,,,,,,
[I0287],,Rupert,,,,,male,,,,,,,1928,,,,,,
[I0766],,Rupert of_Cumberland,,,,,male,1619,,,,,,1682,,,,,,
[I0689],,Rupprecht of_Bavaria,,,,,male,1869,,,,,,1955,,,,,,
[I1582],,Sanchia of_Provence,,,,,female,about 1225,[P0470],,,,,1261-11-09,[P0232],,,,,
[I1748],,Sancho_III,,,,,male,about 1134,,,,,,about 1158,,,,,,
[I1751],,Sancho_IV,,,,,male,1258,,,,,,1296,,,,,,
[I1872],,Sancho_VI,,,,,male,,,,,,,,,,,,,
[I2018],,Sceaf,,,,,male,,,,,,,,,,,,,
[I2012],,Sceldwa,,,,,male,,,,,,,,,,,,,
[I2035],,Sexburh,,,,,female,,,,,,,,,,,,,
[I0602],,Sibylla of_Saxe-Coburg,,,,,female,1908,,,,,,1971,,,,,,
[I0073],,Sigismund,,,,,male,1864,,,,,,1866,,,,,,
[I0447],,Sigvard Oscar Fredrik,,,,,male,1907-06-07,,,,,,,,,,,,
[I1801],,Sihtric of Northumberland,,,,,male,,,,,,,,,,,,,
[I0327],,Son,,,,,male,1716-11-20,[P0125],,,,,1716-11-20,[P0125],,,,,
[I0697],,Son,,,,,male,1687-10-22,,,,,,1687-10-22,,,,,,
[I0703],,Son,,,,,male,1696-09-20,[P0010],,,,,1696-09-20,[P0010],,,,,
[I0704],,Son,,,,,male,1698-09-15,,,,,,1698-09-15,,,,,,
[I0732],,Son,,,,,male,1603-05-00,[P0286],,,,,1603-05-00,[P0286],,,,,
[I1223],,Son,,,,,male,1382-04-00,,,,,,about 1382,,,,,,
[I2765],,Son,,,,,male,1977,,,,,,,,,,,,
[I2966],,Son,,,,,male,,,,,,,,,,,,,
[I1178],,Son (stillborn),,,,,male,,,,,,,,,,,,,
[I0560],,Son Stillborn,,,,,male,,,,,,,,,,,,,
[I0268],,Son_1,,,,,male,,,,,,,,,,,,,
[I0274],,Son_1,,,,,male,,,,,,,,,,,,,
[I0541],,Son_1,,,,,male,,,,,,,,,,,,,
[I0275],,Son_2,,,,,male,,,,,,,,,,,,,
[I0283],,Son_2,,,,,male,,,,,,,,,,,,,
[I0288],,Son_2,,,,,male,,,,,,,,,,,,,
[I0542],,Son_2,,,,,male,,,,,,,,,,,,,
[I0543],,Son_3,,,,,male,,,,,,,,,,,,,
[I0459],,Sophia,,,,,female,1836-07-09,[P0211],,,,,1913-12-30,[P0094],,,,,
[I0476],,Sophia,,,,,female,1914,,,,,,,,,,,,
[I1167],,Sophia,,,,,female,1719,,,,,,1765,,,,,,
[I2146],,Sophia,,,,,female,,,,,,,1844,,,,,,
[I2761],,Sophia,,,,,female,1968,,,,,,,,,,,,
[I2908],,Sophia,,,,,female,1760,,,,,,1776,,,,,,
[I1631],,Sophia Amelia,,,,,female,1628-03-24,[P0579],,,,,1685-02-20,[P0242],,,,,
[I2898],,Sophia Antonia of_Brunswick,,,,,female,1724,,,,,,1802,,,,,,
[I2775],,Sophia Bernadotte of_Wisborg,,,,,female,1892,,,,,,1936,,,,,,
[I0771],,Sophia Charlotte,,,,,female,1668-10-20,[P0308],,,,,1705-02-01,[P0160],,,[P0309],,
[I0342],,Sophia Dorothea of_Celle,,,,,female,1666-09-10,,,,,,1726-11-13,,,,[P0188],,
[I1644],,Sophia Frederica of_Mecklenburg-,,,,,female,1758,,,,,,1794,,,,,,
[I1176],,Sophia Louise of_Mecklenburg-,,,,,female,1685-05-16,,,,,,1735-07-29,[P0410],,,,,
[I1638],,Sophia Magdalena,,,,,female,1746,,,,,,1813,,,,,,
[I0738],,Sophia of_Mecklenburg- Gustrow,,,,,female,1557-09-04,[P0292],,,,,1631-10-04,[P0293],,,,,
[I2676],,Sophia of_Nassau,,,,,female,1868,,,,,,1927,,,,,,
[I0975],,Sophie,,,,,female,1957,,,,,,,,,,,,
[I1192],,Sophie,,,,,female,1935,,,,,,,,,,,,
[I1200],,Sophie,,,,,female,1847,,,,,,1897,,,,,,
[I1636],,Sophie,,,,,female,1498,,,,,,1568-05-13,[P0583],,,,,
[I1692],,Sophie,,,,,female,1824,,,,,,1897,,,,,,
[I2974],,Sophie,,,,,female,,,,,,,,,,,,,
[I2983],,Sophie,,,,,female,,,,,,,,,,,,,
[I1702],,Sophie Beatrix,,,,,female,1786,,,,,,1787,,,,,,
[I0547],,Sophie Charlotte,,,,,female,1879,,,,,,1964,,,,,,
[I1621],,Sophie Magdalene,,,,,female,1700-11-28,,,,,,1770-05-27,[P0183],,,,,
[I1037],,Sophie of_Greece,,,,,female,1914,,,,,,,,,,,,
[I0076],,Sophie of_Prussia,,,,,female,1870-06-14,[P0072],,,,,1932-01-13,[P0073],,1936-11-00,[P0074],,
[I1787],,St._Elgiva,,,,,female,,,,,,,,,,,,,
[I1512],,St_Margaret,,,,,female,,,,,,,1093,,,,,,
[I0912],,Stephanie,,,,,female,1958,,,,,,,,,,,,
[I2902],,Stephanie,,,,,female,1864,,,,,,1945,,,,,,
[I1397],,Stephen,,,,,male,about 1096,[P0335],,,,,1154-10-25,[P0529],,,[P0530],,
[I1517],,Stephen Henry,,,,,male,,,,,,,1102,,,,,,
[I1763],,Stephen_I,,,,,male,about 975,,,,,,1038,,,,,,
[I2020],,Stuf,,,,,male,,,,,,,,,,,,,
[I1551],,Sweyn,,,,,male,,,,,,,1036,,,,,,
[I1776],,Sweyn Forkbeard,,,,,male,,,,,,,1014,,,,,,
[I1854],,Sybil,,,,,female,,,,,,,,,,,,,
[I1923],,Sybil,,,,,female,,,,,,,,,,,,,
[I2224],,Sybil,,,,,female,,,,,,,,,,,,,
[I2240],,Sybil,,,,,female,,,,,,,,,,,,,
[I1851],,Sybilla,,,,,female,,,,,,,,,,,,,
[I2714],,Sybilla Louise,,,,,female,1965-04-14,,,,,,,,,,,,
[I2010],,Taetwa,,,,,male,,,,,,,,,,,,,
[I0888],,Tatiana Maria,,,,,female,1957,,,,,,,,,,,,
[I0047],,Tatiana Nicholovna,,,,,female,1897-06-00,,,,,,1918-07-18,[P0048],,,,,
[I2211],,Teige (Terence),,,,,male,,,,,,,1023,,,,,,
[I2197],,Teige An_Chomard,,,,,male,,,,,,,,,,,,,
[I2203],,Teige Caeluisce,,,,,male,,,,,,,,,,,,,
[I2183],,Tewdwr Mawr the_Great,,,,,male,,,,,,,,,,,,,
[I1518],,Theobald,,,,,male,,,,,,,1151,,,,,,
[I1149],,Theodolinde,,,,,unknown,1816,,,,,,1817,,,,,,
[I1563],,Theodore,,,,,male,1898,,,,,,,,,,,,
[I2660],,Theodore,,,,,male,,,,,,,1633,,,,,,
[I1871],,Theodore of_Flanders,,,,,male,,,,,,,,,,,,,
[I1181],,Therese,,,,,female,1850,,,,,,1925,,,,,,
[I1142],,Therese of_Saxe- Hildburghausen,,,,,female,1792-07-08,[P0161],,,,,1854-10-26,[P0400],,,[P0399],,
[I2590],,Theutberga of_Valois,,,,,female,,,,,,,,,,,,,
[I1224],,Thomas,,,,,male,1388,[P0421],,,,,1421-03-22,[P0422],,,,,
[I1496],,Thomas,,,,,male,,,,,,,,,,,,,
[I2171],,Thomas,,,,,male,,,,,,,about 1343,,,,,,
[I2287],,Thomas,,,,,male,,,,,,,,,,,,,
[I2870],,Thomas,,,,,male,,,,,,,1307,,,,,,
[I1278],,Thomas of_Brotherton,,,,,male,1300-06-01,[P0467],,,,,1338-08-00,,,,,,
[I1242],,Thomas of_Woodstock,,,,,male,1355-01-07,[P0431],,,,,1396/7-09-15 (Julian),[P0442],,,,,
[I1452],,Thored,,,,,male,,,,,,,,,,,,,
[I1665],,Thyra,,,,,female,1880,,,,,,1945,,,,,,
[I0254],,Thyra of_Denmark,,,,,female,1853,,,,,,1933,,,,,,
[I0874],,Tomislav of_Yugoslavia,,,,,male,1928,[P0217],,,,,,,,,,,
[I2727],,Tord Oscar Fredrik,,,,,male,1977-06-20,,,,,,,,,,,,
[I2173],,Tudor Fychan of_Pemmynydd,,,,,male,,,,,,,,,,,,,
[I2176],,Tudor Hen,,,,,male,,,,,,,1311,,,,,,
[I2202],,Turlough,,,,,male,,,,,,,1306,,,,,,
[I2208],,Turlough,,,,,male,,,,,,,,,,,,,
[I2198],,Turlough Bog the_Soft,,,,,male,,,,,,,,,,,,,
[I2196],,Turlough Don,,,,,male,,,,,,,,,,,,,
[I2210],,Turough,,,,,male,,,,,,,,,,,,,
[I0222],,Twin-Boy_1,,,,,male,1822-04-23,[P0144],,,,,1822-04-23,[P0144],,,,,
[I0223],,Twin-Boy_2,,,,,male,1822-04-23,[P0144],,,,,1822-04-23,[P0144],,,,,
[I0508],,Two_Children,,,,,male,,,,,,,,,,,,,
[I1770],,Uchtred,,,,,male,,,,,,,,,,,,,
[I2858],,Ulrica,,,,,female,1656,,,,,,1693,,,,,,
[I2860],,Ulrich,,,,,male,1578,,,,,,1624,,,,,,
[I1122],,Umberto_II,,,,,male,1904,,,,,,1983,,,,,,
[I0577],,Unknown,,,,,female,,,,,,,,,,,,,
[I0581],,Unknown,,,,,female,,,,,,,,,,,,,
[I0579],,Unknown,,,,,female,,,,,,,,,,,,,
[I0583],,Unknown,,,,,female,,,,,,,,,,,,,
[I0585],,Unknown,,,,,male,,,,,,,,,,,,,
[I0612],,Unknown,,,,,female,,,,,,,,,,,,,
[I0622],,Unknown,,,,,female,,,,,,,,,,,,,
[I0624],,Unknown,,,,,female,,,,,,,,,,,,,
[I0627],,Unknown,,,,,female,,,,,,,,,,,,,
[I0633],,Unknown,,,,,female,,,,,,,,,,,,,
[I0642],,Unknown,,,,,female,,,,,,,,,,,,,
[I0644],,Unknown,,,,,female,,,,,,,,,,,,,
[I0647],,Unknown,,,,,female,,,,,,,,,,,,,
[I0662],,Unknown,,,,,female,,,,,,,,,,,,,
[I0664],,Unknown,,,,,female,,,,,,,,,,,,,
[I0670],,Unknown,,,,,female,,,,,,,,,,,,,
[I0674],,Unknown,,,,,female,,,,,,,,,,,,,
[I0681],,Unknown,,,,,female,,,,,,,,,,,,,
[I0805],,Unknown,,,,,female,,,,,,,,,,,,,
[I1307],,Unknown,,,,,female,,,,,,,,,,,,,
[I1315],,Unknown,,,,,female,,,,,,,,,,,,,
[I1317],,Unknown,,,,,female,,,,,,,,,,,,,
[I1320],,Unknown,,,,,male,,,,,,,,,,,,,
[I1322],,Unknown,,,,,male,,,,,,,,,,,,,
[I1481],,Unknown,,,,,female,,,,,,,,,,,,,
[I1479],,Unknown,,,,,female,,,,,,,,,,,,,
[I1485],,Unknown,,,,,female,,,,,,,,,,,,,
[I2019],,Unknown,,,,,female,,,,,,,,,,,,,
[I2034],,Unknown,,,,,female,,,,,,,,,,,,,
[I2461],,Unknown,,,,,female,,,,,,,,,,,,,
[I2262],,Unknown_Dau.,,,,,female,,,,,,,,,,,,,
[I2207],,Urlachan,,,,,female,,,,,,,,,,,,,
[I0997],,Ursula,,,,,female,,,,,,,,,,,,,
